,mae_初始,mae_改进,better
581,0.28395872899999997,0.227512104,-0.05644662499999997
278,0.556938366,0.258341165,-0.29859720100000003
441,0.428416404,0.310550893,-0.11786551099999998
208,0.633700355,0.900110392,0.266410037
384,0.702567807,0.6494404970000001,-0.05312730999999993
145,0.42431737799999997,0.62939338,0.20507600200000003
2,0.572793097,0.609619881,0.036826783999999946
30,0.444275466,0.257306975,-0.18696849100000001
333,1.064763074,1.175993938,0.11123086399999993
49,0.25625124899999996,0.25685756,0.000606311000000026
345,0.676149865,0.668666296,-0.007483568999999912
237,0.39542215700000005,0.33379982,-0.06162233700000003
406,0.484216297,0.6052402729999999,0.12102397599999992
350,1.197829896,1.103511862,-0.09431803400000005
392,0.727689178,1.149663422,0.42197424399999994
493,0.5248310039999999,0.507502799,-0.017328204999999985
67,1.012964287,0.8717211709999999,-0.14124311600000006
355,0.425593634,0.640691067,0.215097433
35,0.887377091,1.086582168,0.19920507700000012
550,0.8583567809999999,0.8541302690000001,-0.0042265119999997935
258,0.5017176179999999,0.084370771,-0.4173468469999999
400,0.473170472,0.537917732,0.06474726000000003
472,0.28085852699999997,0.20966536,-0.07119316699999997
9,1.149023774,0.7511478309999999,-0.39787594300000007
71,1.669812206,0.830568254,-0.839243952
321,0.541193798,0.43403648799999994,-0.10715731000000006
323,0.554934822,0.667734116,0.112799294
300,0.46479041299999996,0.433507085,-0.031283327999999944
123,0.452256308,0.353799205,-0.09845710299999999
252,0.259330452,0.244375263,-0.01495518899999998
261,0.407375014,0.240218355,-0.16715665899999999
360,1.372110161,1.177808831,-0.19430133000000005
236,0.882551449,1.208688378,0.3261369289999999
485,1.3961273280000002,1.652261631,0.25613430299999984
87,0.137847769,0.26372518699999997,0.12587741799999996
508,1.120929507,1.544730954,0.423801447
512,0.732903731,0.683722081,-0.049181649999999966
149,1.206275068,0.615918513,-0.5903565550000001
451,1.428982125,1.4776727330000001,0.048690608000000024
433,0.12111388699999999,0.30154768,0.180433793
5,0.5421558470000001,0.812827313,0.2706714659999999
272,0.8992131729999999,1.1894580190000001,0.2902448460000002
189,0.50055956,0.6837226059999999,0.18316304599999989
496,1.8906245369999999,2.07837091,0.18774637299999997
